ProspectiveBuyerKey,ProspectAlternateKey,FirstName,MiddleName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,City,StateProvinceCode,PostalCode,Phone,Salutation,Unknown
1739,4880,Roy,C,Prasad,23.09.1968 0:00:00,M,M,rprasad@consolidatedmessenger,"80 000,00 ₽",5,0,Graduate D,Professional,1,0,250000 Eight Mile Road,null,Detroit,MI,48226,167-555-0173,Mr.,0
1740,1285,Ruth,M,Prasad,05.09.1976 0:00:00,S,F,rprasad@humongousinsurance.com,"80 000,00 ₽",5,5,Graduate D,Management,1,3,3260 Marsh Meadow Way,null,Lebanon,OR,97355,1 (11) 500 555-0173,Ms.,1
1741,7856,Ricardo,null,Rai,22.05.1987 0:00:00,M,M,rrai@margiestravel.com,"20 000,00 ₽",0,0,High Schoo,Manual,1,1,6507 Mayda Way,null,Bremerton,WA,98312,1 (11) 500 555-0118,Mr.,1
1742,4269,Rebekah,G,Rana,15.09.1966 0:00:00,M,F,rrana@northwindtraders.com,"70 000,00 ₽",2,1,Partial Co,Professional,1,0,7691 Benedict Ct.,#141,Issaquah,WA,98027,902-555-0115,Ms.,1
1743,4891,Roy,null,Rodriguez,04.05.1967 0:00:00,S,M,rrodriguez@blueyonderairlines.com,"70 000,00 ₽",2,1,Partial Co,Professional,0,0,1724 Vancover Way,null,Concord,CA,94519,363-555-0124,Mr.,4
1744,4278,Rebekah,null,Rodriguez,10.01.1967 0:00:00,S,F,rrodriguez@contoso.com,"130 000,00 ₽",3,4,Partial Co,Professional,1,3,2773 Kirkwood Dr,null,San Francisco,CA,94109,1 (11) 500 555-0187,Ms.,4
1745,5214,Ross,null,Romero,23.02.1970 0:00:00,M,M,rromero@litwareinc.com,"40 000,00 ₽",4,2,High Schoo,Skilled Manual,1,2,9794 Marion Ct,null,Portland,OR,97205,402-555-0138,Mr.,1
1746,31274927900,Riley,null,Ross,07.09.1956 0:00:00,S,F,rross@alpineskihouse.com,"70 000,00 ₽",4,1,Bachelors,Management,0,1,9021 Onley Dr,null,Chula Vista,CA,91910,821-555-0149,Ms.,4
1747,2767,Reginald,I,Rubio,04.05.1976 0:00:00,M,M,rrubio@cohovineyard.com,"120 000,00 ₽",0,0,Graduate D,Management,1,2,6146 Holland Drive,null,Newport Beach,CA,92625,1 (11) 500 555-0187,Mr.,4
1748,4279,Rebekah,S,Sanchez,06.04.1982 0:00:00,S,F,rsanchez@humongousinsurance.com,"90 000,00 ₽",0,0,Partial Hi,Professional,1,3,9464 Virginia Hills,null,Lake Oswego,OR,97034,1 (11) 500 555-0161,Ms.,1
1749,34534358978,Riley,null,Sanders,17.12.1984 0:00:00,M,F,rsanders@lucernepublishing.com,"40 000,00 ₽",3,3,Partial Co,Clerical,0,1,5875 Providence Dr.,null,Ballard,WA,98107,786-555-0166,Ms.,1
1750,18535609800,Richard,null,Scott,23.09.1963 0:00:00,S,M,rscott@cpandl.com,"30 000,00 ₽",1,0,High Schoo,Clerical,0,1,Fox Hills,null,Culver City,CA,90232,935-555-0176,Mr.,4
1751,588,Robyn,V,Serrano,04.02.1974 0:00:00,M,F,rserrano@cohovineyard.com,"80 000,00 ₽",4,3,Partial Co,Professional,1,1,4566 La Jolla,null,La Jolla,CA,92806,533-555-0166,Ms.,4
1752,6141,Robin,null,Serrano,20.07.1978 0:00:00,M,F,rserrano@fabrikam.com,"60 000,00 ₽",2,0,Graduate D,Professional,0,0,Factory Stores Of America,null,Smithfield,NC,27577,689-555-0169,Ms.,5
1753,6688,Roberto,M,Serrano,19.08.1986 0:00:00,S,M,rserrano@lucernepublishing.com,"20 000,00 ₽",0,0,High Schoo,Manual,0,1,2550 Heil Quaker,null,La Vergne,TN,37086,1 (11) 500 555-0149,Mr.,5
1754,5924,Roger,null,Shan,17.02.1978 0:00:00,M,M,rshan@humongousinsurance.com,"90 000,00 ₽",4,4,Partial Co,Skilled Manual,0,2,2895 Hill Street,null,Milwaukie,OR,97222,140-555-0131,Mr.,1
1755,27623406100,Ryan,null,Sharma,08.07.1963 0:00:00,S,M,rsharma@margiestravel.com,"80 000,00 ₽",3,2,Partial Co,Professional,0,1,3708 Montana,null,Bellevue,WA,98004,1 (11) 500 555-0124,Mr.,1
1756,25790996000,Robert,null,Sharma,29.09.1969 0:00:00,S,M,rsharma@woodgrovebank.com,"70 000,00 ₽",5,4,Partial Co,Skilled Manual,1,3,White Mountain Mall,null,Rock Springs,WY,82901,1 (11) 500 555-0178,Mr.,3
1757,2320,Ronnie,null,She,17.04.1960 0:00:00,M,M,rshe@cohovineyard.com,"100 000,00 ₽",3,4,Partial Co,Management,1,4,6155 Wilbur Drive,null,National City,CA,91950,1 (11) 500 555-0117,Mr.,4
1758,25627268600,Robert,null,Simmons,13.05.1967 0:00:00,S,M,rsimmons@litwareinc.com,"20 000,00 ₽",2,1,Partial Hi,Clerical,1,2,4124 Escobar St,null,Woodburn,OR,97071,700-555-0190,Mr.,1
1759,3252,Regina,null,Srini,16.02.1956 0:00:00,M,F,rsrini@treyresearch.net,"40 000,00 ₽",5,0,High Schoo,Professional,1,3,4581 Coggins Drive,null,Port Orchard,WA,98366,521-555-0163,Ms.,1
1760,93316578865,Rachel,S,Stewart,25.05.1971 0:00:00,M,F,rstewart@fabrikam.com,"40 000,00 ₽",4,3,High Schoo,Skilled Manual,0,3,8871 Likins Ave.,null,Central Valley,NY,10917,847-555-0111,Ms.,2
1761,6123,Rodney,null,Suarez,08.04.1981 0:00:00,M,M,rsuarez@consolidatedmessenger,"80 000,00 ₽",0,0,Partial Hi,Professional,1,4,99842 White Mill East,null,Decatur,GA,30030,1 (11) 500 555-0182,Mr.,5
1762,6144,Robin,R,Suarez,16.10.1960 0:00:00,M,F,rsuarez@margiestravel.com,"50 000,00 ₽",2,1,High Schoo,Professional,1,2,3421 Boyd Road,null,Duvall,WA,98019,724-555-0150,Ms.,1
1763,7038,Rachael,A,Subram,17.02.1977 0:00:00,M,F,rsubram@northwindtraders.com,"80 000,00 ₽",5,5,Bachelors,Professional,1,4,3374 Edward Ave.,null,Everett,WA,98201,1 (11) 500 555-0142,Ms.,1
1764,2682,Ramon,null,Sun,19.07.1969 0:00:00,S,M,rsun@margiestravel.com,"40 000,00 ₽",3,0,Partial Hi,Clerical,1,2,2168 Terra Calitina,null,Bellingham,WA,98225,1 (11) 500 555-0191,Mr.,1
1765,4918,Ruben,null,Suri,30.10.1985 0:00:00,S,M,rsuri@consolidatedmessenger,"20 000,00 ₽",0,0,Partial Hi,Manual,0,1,25269 N. Wood Dale Rd,null,Wood Dale,IL,60191,1 (11) 500 555-0194,Mr.,3
1766,93609390258,Rachel,J,Torres,13.02.1978 0:00:00,M,F,rtorres@thephone-company.com,"70 000,00 ₽",5,5,Bachelors,Professional,0,4,3025 E Wallace Kneeland Blvd,null,Shelton,WA,98584,1 (11) 500 555-0163,Ms.,1
1767,6786,Renee,null,Vazquez,03.04.1982 0:00:00,M,F,rvazquez@fineartschool.net,"90 000,00 ₽",0,0,High Schoo,Management,1,3,8978 Kingsford Dr.,null,Olympia,WA,98501,1 (11) 500 555-0160,Ms.,1
1768,2669,Ramon,null,Wang,22.05.1953 0:00:00,S,M,rwang@adventure-works.com,"50 000,00 ₽",2,0,Graduate D,Management,0,1,8713 Yosemite Ct.,null,Chula Vista,CA,91910,1 (11) 500 555-0196,Mr.,4
1769,93681718707,Rachel,W,Watson,08.09.1965 0:00:00,S,F,rwatson@alpineskihouse.com,"50 000,00 ₽",2,0,High Schoo,Skilled Manual,1,2,5464 Janin Pl.,null,Colma,CA,94014,1 (11) 500 555-0160,Ms.,4
1770,83846283555,Ryan,K,White,25.04.1986 0:00:00,M,M,rwhite@adatum.com,"40 000,00 ₽",0,0,High Schoo,Skilled Manual,1,2,2912 Guadalupe,null,Burbank,CA,91502,172-555-0173,Mr.,4
1771,79374585151,Robert,L,Wilson,29.09.1954 0:00:00,M,M,rwilson@contoso.com,"40 000,00 ₽",5,0,High Schoo,Professional,1,2,9671 Leewood Place,null,San Diego,CA,92102,709-555-0167,Mr.,4
1772,4102,Raul,J,Xie,16.05.1966 0:00:00,S,M,rxie@contoso.com,"50 000,00 ₽",2,0,High Schoo,Skilled Manual,0,2,5508 Trembath Court,null,West Covina,CA,91791,1 (11) 500 555-0119,Mr.,4
1773,2041,Rosa,null,Xu,22.06.1980 0:00:00,M,F,rxu@adatum.com,"90 000,00 ₽",2,0,Bachelors,Professional,0,0,9990 Sullivan Ave,null,Berkeley,CA,94704,1 (11) 500 555-0116,Ms.,4
1774,7842,Ricardo,D,Xu,14.09.1971 0:00:00,M,M,rxu@blueyonderairlines.com,"70 000,00 ₽",5,4,Partial Co,Skilled Manual,1,2,2199 Laverne Way,null,Concord,CA,94519,1 (11) 500 555-0144,Mr.,4
1775,2305,Ronnie,null,Ye,15.03.1989 0:00:00,S,M,rye@fabrikam.com,"20 000,00 ₽",5,5,High Schoo,Manual,0,1,7545 Gonzalez Ct,null,Beaverton,OR,97005,1 (11) 500 555-0137,Mr.,1
1776,4106,Raul,J,Yuan,15.11.1978 0:00:00,M,M,ryuan@baldwinmuseumofscience.com,"100 000,00 ₽",1,0,Graduate D,Management,0,0,8085 Sunnyvale Avenue,null,Colma,CA,94014,1 (11) 500 555-0155,Mr.,4
1777,7769,Russell,null,Yuan,31.01.1962 0:00:00,M,M,ryuan@margiestravel.com,"30 000,00 ₽",3,0,High Schoo,Skilled Manual,1,2,2095 Sierra Drive,null,Bellingham,WA,98225,1 (11) 500 555-0127,Mr.,1
1778,5707,Rafael,null,Zheng,11.10.1970 0:00:00,S,M,rzheng@fineartschool.net,"50 000,00 ₽",1,0,Partial Co,Skilled Manual,0,1,3030 Blackburn Ct.,null,Newport Hills,WA,98006,1 (11) 500 555-0117,Mr.,1
1779,2316,Ronnie,M,Zheng,21.10.1966 0:00:00,S,M,rzheng@northwindtraders.com,"70 000,00 ₽",2,1,Partial Co,Professional,1,0,P.o. Box 4559,null,Edmonds,WA,98020,629-555-0197,Mr.,1
1780,2304,Ronnie,null,Zhou,12.08.1972 0:00:00,S,M,rzhou@alpineskihouse.com,"90 000,00 ₽",0,0,Partial Co,Professional,0,1,1024 Walnut Blvd.,null,Colma,CA,94014,746-555-0129,Mr.,4
1781,2683,Ramon,null,Zhu,19.02.1983 0:00:00,S,M,rzhu@cohovineyard.com,"40 000,00 ₽",1,1,Bachelors,Skilled Manual,0,1,Incom Sports Center,null,Ontario,CA,91764,1 (11) 500 555-0162,Mr.,4
1782,2043,Rosa,S,Zhu,01.09.1975 0:00:00,S,F,rzhu@contoso.com,"10 000,00 ₽",4,4,Partial Hi,Manual,1,1,3723 Mt. Sequoia Ct.,null,Santa Monica,CA,90401,1 (11) 500 555-0193,Ms.,4
1783,44809912443,Sophia,S,Adams,06.06.1958 0:00:00,M,F,sadams@lucernepublishing.com,"50 000,00 ₽",2,1,Partial Co,Professional,1,2,5514 Grant Street,null,Ballard,WA,98107,833-555-0133,Ms.,1
1784,44865541458,Sierra,C,Adams,13.12.1988 0:00:00,S,F,sadams@northwindtraders.com,"30 000,00 ₽",0,0,High Schoo,Skilled Manual,0,2,5203 Virginia Lane,null,Kenmore,WA,98028,389-555-0176,Ms.,1
1785,3125,Stefanie,J,Arun,23.08.1968 0:00:00,M,F,sarun@blueyonderairlines.com,"20 000,00 ₽",2,0,Partial Co,Manual,1,1,9472 Juliet Court,null,Colma,CA,94014,1 (11) 500 555-0161,Ms.,4
1786,68589610457,Sebastian,R,Bailey,02.01.1974 0:00:00,S,M,sbailey@cohovineyard.com,"70 000,00 ₽",0,0,Bachelors,Professional,0,1,385 Joan Ave,null,Fremont,CA,94536,1 (11) 500 555-0197,Mr.,4
1787,77543333768,Samuel,null,Baker,28.10.1980 0:00:00,S,M,sbaker@consolidatedmessenger,"50 000,00 ₽",1,1,Graduate D,Skilled Manual,1,0,6789 Warren Road,null,Westland,MI,48185,633-555-0111,Mr.,0
1788,67806721900,Sean,A,Bell,04.03.1964 0:00:00,S,M,sbell@blueyonderairlines.com,"80 000,00 ₽",3,1,Partial Co,Professional,0,2,3495 Virginia Lane,null,Concord,CA,94519,1 (11) 500 555-0182,Mr.,4
1789,12063557505,Stephanie,P,Bennett,19.01.1974 0:00:00,S,F,sbennett@cpandl.com,"30 000,00 ₽",2,2,Partial Co,Clerical,1,2,419 Mills Dr.,null,Coronado,CA,92118,1 (11) 500 555-0189,Ms.,4
1790,3667,Sharon,J,Bhat,11.04.1972 0:00:00,M,F,sbhat@woodgrovebank.com,"60 000,00 ₽",1,0,Bachelors,Professional,1,1,2540 Dell Range Blvd,null,Cheyenne,WY,82001,1 (11) 500 555-0118,Ms.,3
1791,964,Shannon,null,Blanco,22.04.1978 0:00:00,S,M,sblanco@cohovineyard.com,"70 000,00 ₽",0,0,Bachelors,Professional,0,2,6498 Pasa Del Rio,null,Palo Alto,CA,94303,1 (11) 500 555-0175,Mr.,4
1792,55706751346,Samantha,A,Butler,31.10.1979 0:00:00,M,F,sbutler@baldwinmuseumofscience.com,"50 000,00 ₽",1,1,Bachelors,Skilled Manual,1,0,7772 Golden Meadow,null,Colma,CA,94014,198-555-0137,Ms.,4
1793,8211,Sandra,M,Cai,22.09.1976 0:00:00,S,F,scai@fineartschool.net,"80 000,00 ₽",5,5,Graduate D,Management,0,3,3747 Likins Avenue,null,Monroe,WA,98272,1 (11) 500 555-0192,Ms.,1
1794,43125426173,Stephanie,E,Carter,21.08.1965 0:00:00,M,F,scarter@cohovineyard.com,"120 000,00 ₽",3,4,High Schoo,Professional,1,4,3197 Thornhill Place,null,Glendale,CA,91203,1 (11) 500 555-0154,Ms.,4
1795,665,Sheila,M,Castro,12.04.1981 0:00:00,M,F,scastro@lucernepublishing.com,"30 000,00 ₽",0,0,High Schoo,Manual,0,1,5793 St. Helena Drive,null,Ballard,WA,98107,1 (11) 500 555-0194,Ms.,1
1796,9763,Shawn,A,Chande,07.08.1979 0:00:00,M,M,schande@alpineskihouse.com,"120 000,00 ₽",0,5,Partial Hi,Professional,0,4,1926 Gill Dr.,null,Colma,CA,94014,1 (11) 500 555-0180,Mr.,4
1797,1419,Shawna,S,Chande,10.08.1970 0:00:00,S,F,schande@northwindtraders.com,"40 000,00 ₽",4,3,High Schoo,Skilled Manual,0,3,5124 Palmer Rd.,null,Edmonds,WA,98020,747-555-0165,Ms.,1
1798,3119,Stefanie,null,Chandra,18.08.1952 0:00:00,M,F,schandra@margiestravel.com,"50 000,00 ₽",2,0,Graduate D,Management,1,1,9903 Clearland Circle,null,Bellingham,WA,98225,1 (11) 500 555-0149,Ms.,1
1799,8242,Susan,F,Chen,20.02.1973 0:00:00,S,F,schen@margiestravel.com,"30 000,00 ₽",1,0,Graduate D,Clerical,0,0,8569 W St.,null,Bremerton,WA,98312,1 (11) 500 555-0164,Ms.,1
1800,82660575509,Samuel,null,Clark,28.11.1976 0:00:00,M,M,sclark@cohovineyard.com,"50 000,00 ₽",2,2,Bachelors,Skilled Manual,1,1,77 Birchwood,null,Grossmont,CA,91941,130-555-0137,Mr.,4
1801,62470241785,Seth,D,Coleman,18.11.1953 0:00:00,M,M,scoleman@cohovineyard.com,"40 000,00 ₽",4,0,High Schoo,Professional,1,2,5678 Arlington Way,null,Imperial Beach,CA,91932,208-555-0181,Mr.,4
1802,40658802390,Sophia,C,Collins,06.03.1971 0:00:00,M,F,scollins@adventure-works.com,"70 000,00 ₽",3,2,Partial Co,Professional,1,0,1435 Ash Lane,null,Burlingame,CA,94010,302-555-0155,Ms.,4
1803,38540093302,Savannah,J,Cooper,21.02.1973 0:00:00,M,F,scooper@alpineskihouse.com,"80 000,00 ₽",5,4,Bachelors,Professional,0,1,4173 Rockledge Lane,null,Colma,CA,94014,1 (11) 500 555-0188,Ms.,4
1804,66121162800,Seth,J,Cooper,27.08.1941 0:00:00,S,M,scooper@cohovineyard.com,"10 000,00 ₽",4,0,High Schoo,Manual,0,2,7765 Sunsine Drive,null,Los Angeles,CA,90012,1 (11) 500 555-0121,Mr.,4
1805,11031341600,Sydney,null,Cox,06.11.1987 0:00:00,M,F,scox@blueyonderairlines.com,"40 000,00 ₽",0,0,High Schoo,Skilled Manual,1,2,4002 Fawn Glen Circle,null,Concord,CA,94519,517-555-0130,Ms.,4
1806,66861017942,Seth,A,Cox,04.12.1973 0:00:00,S,M,scox@northwindtraders.com,"80 000,00 ₽",4,3,Partial Co,Professional,0,1,1256 Liscome Way,null,Everett,WA,98201,254-555-0119,Mr.,1
1807,950,Shannon,null,Diaz,05.07.1976 0:00:00,M,M,sdiaz@cohovineyard.com,"50 000,00 ₽",0,0,Partial Co,Skilled Manual,0,1,1867 Seville,null,National City,CA,91950,170-555-0128,Mr.,4
1808,659,Sheila,null,Dominguez,06.08.1982 0:00:00,S,F,sdominguez@alpineskihouse.com,"50 000,00 ₽",1,0,Graduate D,Skilled Manual,1,0,6110 Joan Ave,null,Colma,CA,94014,247-555-0174,Ms.,4
1809,1192,Summer,L,Fernandez,21.02.1959 0:00:00,S,F,sfernandez@fabrikam.com,"30 000,00 ₽",3,0,Partial Co,Clerical,0,2,5678 Lakeview Blvd.,null,Minneapolis,MN,55402,1 (11) 500 555-0168,Ms.,3
1810,55694096684,Samantha,null,Flores,06.08.1965 0:00:00,S,F,sflores@fineartschool.net,"120 000,00 ₽",3,4,High Schoo,Professional,0,4,6670 Brook St.,null,Olympia,WA,98501,1 (11) 500 555-0125,Ms.,1
1811,56189168100,Sarah,null,Foster,06.11.1958 0:00:00,S,F,sfoster@margiestravel.com,"50 000,00 ₽",2,1,Partial Co,Professional,0,2,1825 Corte Del Prado,null,Duvall,WA,98019,727-555-0117,Ms.,1
1812,9154,Shane,null,Garcia,20.11.1973 0:00:00,M,M,sgarcia@adventure-works.com,"30 000,00 ₽",1,0,Graduate D,Clerical,1,0,2300 Lillian Dr,null,Chula Vista,CA,91910,1 (11) 500 555-0170,Mr.,4
1813,6358,Sabrina,null,Gil,05.01.1971 0:00:00,M,F,sgil@cohovineyard.com,"30 000,00 ₽",2,0,High Schoo,Skilled Manual,0,2,3328 Via Cortez,null,Long Beach,CA,90802,618-555-0115,Ms.,4
1814,6896,Sabrina,E,Gomez,07.10.1953 0:00:00,S,F,sgomez@contoso.com,"70 000,00 ₽",5,1,High Schoo,Professional,0,2,The Quad @ Whittier,null,Whittier,CA,90605,1 (11) 500 555-0112,Ms.,4
1815,11281548738,Sydney,E,Griffin,01.01.1976 0:00:00,S,F,sgriffin@adventure-works.com,"30 000,00 ₽",2,2,Partial Co,Manual,0,0,5530 Melrose Pl.,null,Chula Vista,CA,91910,1 (11) 500 555-0126,Ms.,4
1816,6355,Sabrina,A,Gutierrez,21.05.1951 0:00:00,S,F,sgutierrez@fabrikam.com,"20 000,00 ₽",1,0,Bachelors,Clerical,1,0,8629 Partridge Dr,null,Beaverton,OR,97005,1 (11) 500 555-0191,Ms.,1
1817,80988051891,Samuel,A,Hall,12.11.1973 0:00:00,M,M,shall@cohovineyard.com,"50 000,00 ₽",4,4,Bachelors,Skilled Manual,1,2,782 Veale Avenue,null,Oakland,CA,94611,168-555-0110,Mr.,4
1818,47689430117,Sara,L,Hall,21.09.1964 0:00:00,S,F,shall@cohovineyard.com,"30 000,00 ₽",1,0,High Schoo,Clerical,0,2,2519 Gill Ct.,null,Palo Alto,CA,94303,950-555-0168,Ms.,4
1819,81431469300,Sean,null,Hall,01.02.1980 0:00:00,M,M,shall@fineartschool.net,"70 000,00 ₽",4,0,Graduate D,Professional,0,0,7375 Kipling Court,null,Lynnwood,WA,98036,643-555-0187,Mr.,1
1820,47660344243,Sierra,null,Hall,07.04.1969 0:00:00,S,F,shall@margiestravel.com,"40 000,00 ₽",2,0,Partial Co,Clerical,1,1,40 Ellis St.,null,Bothell,WA,98011,280-555-0161,Ms.,1
1821,56254302900,Sarah,null,Hayes,12.09.1980 0:00:00,S,F,shayes@adatum.com,"50 000,00 ₽",1,1,Graduate D,Skilled Manual,0,0,3467 Monzeneda Way,null,Berkeley,CA,94704,855-555-0114,Ms.,4
1822,2726,Steve,L,Huang,03.01.1980 0:00:00,M,M,shuang@contoso.com,"50 000,00 ₽",1,1,Bachelors,Skilled Manual,1,1,2342 Peachwillow,null,Denver,CO,80203,585-555-0145,Mr.,3
1823,11173112400,Sydney,H,Hughes,20.02.1973 0:00:00,M,F,shughes@baldwinmuseumofscience.com,"60 000,00 ₽",3,2,Graduate D,Professional,1,0,7888 Stanford Street,null,Colma,CA,94014,120-555-0122,Ms.,4
1824,47091522812,Sydney,F,Jackson,26.03.1977 0:00:00,M,F,sjackson@humongousinsurance.com,"80 000,00 ₽",5,5,Bachelors,Professional,0,4,3884 Bates Court,null,Lebanon,OR,97355,1 (11) 500 555-0113,Ms.,1
1825,3657,Sharon,null,Jai,17.12.1971 0:00:00,M,F,sjai@humongousinsurance.com,"40 000,00 ₽",1,0,Bachelors,Skilled Manual,0,1,6489 Palms,null,Corvallis,OR,97330,1 (11) 500 555-0177,Ms.,1
1826,56100285053,Sarah,A,Jenkins,21.02.1981 0:00:00,S,F,sjenkins@adventure-works.com,"50 000,00 ₽",0,0,Graduate D,Skilled Manual,1,0,5186 Oeffler Ln.,null,Chula Vista,CA,91910,244-555-0182,Ms.,4
1827,651,Sheila,T,Jimenez,09.03.1955 0:00:00,S,F,sjimenez@adventure-works.com,"60 000,00 ₽",4,0,Bachelors,Management,0,2,6702 Smike Tree Court,null,Burbank,CA,91502,364-555-0187,Ms.,4
1828,8709,Stacy,null,Jimenez,15.04.1950 0:00:00,S,F,sjimenez@cpandl.com,"100 000,00 ₽",2,3,Graduate D,Management,0,3,874 Olivera Road,null,Concord,CA,94519,698-555-0181,Ms.,4
1829,54861485362,Samantha,J,Johnson,02.06.1947 0:00:00,M,F,sjohnson@northwindtraders.com,"50 000,00 ₽",3,0,Graduate D,Management,1,2,1748 Bermad Drive,null,Index,WA,98256,167-555-0180,Ms.,1
1830,1604,Stanley,null,Kapoor,19.06.1972 0:00:00,S,M,skapoor@adventure-works.com,"60 000,00 ₽",1,0,Partial Co,Skilled Manual,0,1,8494 Rollingwood Dr.,null,Chula Vista,CA,91910,1 (11) 500 555-0164,Mr.,4
1831,63617250900,Sebastian,W,Kelly,11.03.1980 0:00:00,S,M,skelly@adventure-works.com,"110 000,00 ₽",0,5,High Schoo,Management,0,4,7694 Furness Street,null,Burlingame,CA,94010,1 (11) 500 555-0156,Mr.,4
1832,45846253633,Sierra,T,King,16.12.1976 0:00:00,S,F,sking@humongousinsurance.com,"50 000,00 ₽",0,0,Partial Co,Skilled Manual,0,1,2228 Ashford Court,null,Lebanon,OR,97355,807-555-0199,Ms.,1
1833,9755,Shawn,E,Kumar,04.09.1960 0:00:00,S,M,skumar@northwindtraders.com,"80 000,00 ₽",5,2,High Schoo,Professional,0,2,225 South 314th Street,null,Federal Way,WA,98003,1 (11) 500 555-0172,Mr.,1
1834,25057696104,Samuel,M,Kumar,29.09.1955 0:00:00,S,M,skumar@treyresearch.net,"50 000,00 ₽",5,0,Bachelors,Management,0,3,7964 Gentrytown Drive,null,Port Orchard,WA,98366,115-555-0169,Mr.,1
1835,83132714000,Samuel,F,Lee,03.11.1963 0:00:00,S,M,slee@northwindtraders.com,"20 000,00 ₽",3,0,Partial Hi,Manual,0,2,4845 Lighthouse Way,null,Everett,WA,98201,185-555-0158,Mr.,1
1836,25049306154,Samuel,null,Li,01.05.1977 0:00:00,S,M,sli@alpineskihouse.com,"100 000,00 ₽",2,0,Bachelors,Management,1,2,5931 San Carlos,null,Colma,CA,94014,829-555-0179,Mr.,4
1837,46381622552,Stephanie,null,Lopez,05.05.1987 0:00:00,S,F,slopez@adventure-works.com,"50 000,00 ₽",0,0,Partial Co,Skilled Manual,0,2,7515 Royal Oak Rd.,null,Chula Vista,CA,91910,279-555-0128,Ms.,4
1838,46507402100,Sierra,F,Lopez,15.02.1981 0:00:00,S,F,slopez@cpandl.com,"60 000,00 ₽",1,0,Graduate D,Professional,0,0,4352 Marclair Dr.,null,Concord,CA,94519,310-555-0156,Ms.,4
1839,10139,Shannon,R,Lu,24.04.1953 0:00:00,M,F,slu@northwindtraders.com,"40 000,00 ₽",2,0,Bachelors,Management,1,2,3499 Parkway Drive,Apt. A,Everett,WA,98201,1 (11) 500 555-0122,Ms.,1
1840,10144,Shannon,J,Ma,19.02.1975 0:00:00,S,F,sma@consolidatedmessenger,"10 000,00 ₽",1,0,Graduate D,Manual,0,0,5785 Lislin Ct.,null,Chicago,IL,60610,1 (11) 500 555-0189,Ms.,3
1841,3126,Stefanie,O,Madan,11.11.1950 0:00:00,M,F,smadan@contoso.com,"50 000,00 ₽",4,0,Bachelors,Management,1,2,218 Fall Creek Road,null,West Covina,CA,91791,640-555-0169,Ms.,4
1842,1179,Summer,null,Malhotra,12.10.1980 0:00:00,S,F,smalhotra@northwindtraders.com,"30 000,00 ₽",0,0,High Schoo,Manual,0,1,2187 S. Rosal Ave,null,Lynnwood,WA,98036,1 (11) 500 555-0157,Ms.,1
1843,55442371400,Sarah,null,Martin,05.06.1958 0:00:00,M,F,smartin@adatum.com,"30 000,00 ₽",3,0,Partial Co,Clerical,1,2,656 Cox Creek Pkwy.,null,Florence,AL,35630,1 (11) 500 555-0155,Ms.,5
1844,47125747799,Sydney,L,Martin,17.04.1976 0:00:00,M,F,smartin@alpineskihouse.com,"60 000,00 ₽",0,0,Graduate D,Professional,1,0,3277 Lakespring Pl.,null,Colma,CA,94014,911-555-0156,Ms.,4
1845,17442695498,Seth,null,Martinez,17.06.1952 0:00:00,S,M,smartinez@blueyonderairlines.com,"160 000,00 ₽",1,3,Bachelors,Management,0,3,1434 Boxwood Drive,#208,Concord,CA,94519,835-555-0181,Mr.,4
1846,82583000659,Samuel,E,Miller,17.07.1972 0:00:00,S,M,smiller@lucernepublishing.com,"90 000,00 ₽",2,1,High Schoo,Professional,1,1,Leesburg Premium Outlet Centre,null,Leesburg,VA,20176,1 (11) 500 555-0136,Mr.,5
1847,43437774777,Sierra,H,Mitchell,03.11.1978 0:00:00,S,F,smitchell@cpandl.com,"40 000,00 ₽",0,0,Graduate D,Clerical,0,0,5152 Fine Dr.,null,Concord,CA,94519,1 (11) 500 555-0137,Ms.,4
1848,43369662761,Stephanie,A,Mitchell,09.06.1963 0:00:00,S,F,smitchell@fineartschool.net,"100 000,00 ₽",3,4,Partial Co,Professional,1,4,8850 Via Del Sol,null,Lynnwood,WA,98036,1 (11) 500 555-0135,Ms.,1
1849,82819244265,Samuel,H,Moore,17.12.1965 0:00:00,S,M,smoore@northwindtraders.com,"50 000,00 ₽",2,0,Partial Hi,Skilled Manual,0,2,7772 Golden Meadow,null,Issaquah,WA,98027,667-555-0110,Mr.,1
1850,954,Shannon,S,Moreno,07.11.1973 0:00:00,S,M,smoreno@contoso.com,"40 000,00 ₽",1,0,Bachelors,Skilled Manual,0,0,1707 Willowwood Ct.,null,Torrance,CA,90505,1 (11) 500 555-0159,Mr.,4
1851,6351,Sabrina,B,Munoz,05.08.1983 0:00:00,S,F,smunoz@cpandl.com,"60 000,00 ₽",0,0,Partial Co,Professional,1,2,6270 North Star Dr.,null,Concord,CA,94519,672-555-0144,Ms.,4
1852,1421,Shawna,null,Nara,13.03.1976 0:00:00,M,F,snara@contoso.com,"50 000,00 ₽",0,0,Graduate D,Skilled Manual,1,0,789 West Alameda,null,Westminster,CO,80030,266-555-0124,Ms.,3
